Y,T,prevearn,age,married,hrwage,black,hispanic,hsorged,yrs_educ,selection
20361,1,2444.656006,46,0,663,0,0,0,7,1
1335,1,18000,26,0,850,1,0,1,17,0
0,1,2444.656006,33,0,250,0,1,1,12,0
0,1,0,59,0,550,0,0,1,12,0
0,1,0,43,0,575,1,0,0,10,0
13393,0,6080,29,0,385,0,0,1,12,0
948,1,3000,30,0,392,1,0,1,14,0
0,1,0,31,1,400,0,0,1,12,0
690,1,2444.656006,34,0,1235,1,0,1,12,0
39423,1,7900,35,0,550,0,0,0,12,0
83,0,350,24,0,335,0,0,1,12,0
29082,0,0,32,0,375,0,1,0,8,0
16629,1,700,42,1,500,0,0,1,12,0
0,0,300,26,0,350,0,0,1,8,0
12582,1,100,25,0,335,0,0,1,12,0
2929,1,6000,22,0,201,0,0,1,12,0
240,1,2444.656006,30,1,590,0,0,1,13,0
18663,0,8000,24,0,518,0,0,1,12,0
14521,0,340,30,0,400,0,0,0,9,0
0,1,7200,32,0,335,1,0,1,12,0
11679,0,4600,26,1,200,0,0,1,13,0
5387,0,0,27,0,400,0,1,1,9,0
120,1,0,44,0,567,0,0,1,12,0
13859,1,2100,31,1,375,0,0,1,12,0
2778,1,7198,29,0,592,1,0,1,13,0
28050,1,4000,29,0,400,0,0,1,13,0
36600,1,2616,52,1,500,0,0,1,10,1
9207,0,6000,43,0,599,0,1,1,12,0
18411,0,2444.656006,50,0,500,1,0,0,11,0
4308,0,0,25,0,335,0,0,1,14,1
22999,0,6682,30,0,500,0,0,1,12,0
290,1,0,31,1,265,0,0,1,12,0
36597,1,5200,28,0,800,0,0,1,16,0
6759,1,350,31,1,335,0,0,0,8,0
0,0,0,23,0,510,1,0,1,12,0
13198,1,900,42,0,400,0,0,1,12,0
10885,1,2000,43,0,365,0,1,1,10,0
19959,1,1700,26,1,400,0,0,1,8,1
6446,0,0,27,1,450,0,0,1,11,0
0,1,0,23,0,425,1,0,0,8,0
40038,0,98,31,0,429,0,0,1,12,1
25611,1,0,38,0,425,1,0,1,16,0
0,0,0,24,0,305,1,0,0,10,0
13241,1,8160,27,1,600,0,0,1,12,0
20691,0,2000,36,0,160,0,0,1,12,0
13934,1,2444.656006,50,0,593,0,0,1,14,0
18077,1,102,30,1,425,0,0,1,11,0
18041,1,2444.656006,26,1,450,0,0,1,8,1
2316,1,2444.656006,29,0,335,0,0,1,10,0
611,0,3800,26,0,654,0,0,1,13,0
11190,1,6670,26,0,509,1,0,1,12,0
23878,0,20,35,1,325,0,0,1,12,0
0,1,0,33,0,368,1,0,1,12,0
7420,0,2444.656006,24,0,500,1,0,1,14,1
14718,1,2300,28,0,500,0,0,0,11,0
5082,1,35,38,1,175,0,0,1,12,0
24830,1,160,49,0,355,0,0,0,8,1
22716,1,627,26,0,152,0,0,1,9,0
2181,1,0,26,0,525,0,0,1,9,0
26383,1,5600,26,0,380,0,0,1,12,0
10779,1,2444.656006,50,1,475,0,0,1,12,0
3195,0,0,22,1,335,0,0,0,10,0
5966,1,3352,22,1,215,0,0,1,12,0
7245,0,5000,24,0,435,0,0,0,9,0
4128,0,0,38,0,859,0,1,1,12,0
30326,1,0,31,0,400,0,0,1,12,0
0,0,0,26,0,500,0,1,1,12,0
2783,1,100,38,0,375,0,0,0,8,0
33513,1,5000,34,0,495,1,0,1,12,0
4384,1,0,32,0,401,1,0,1,11,0
0,1,2444.656006,39,0,524,0,0,0,9,0
15813,1,2500,39,0,163,0,1,0,9,0
53049,0,9749,23,0,345,0,0,1,12,0
642,0,4028,22,0,345,1,0,1,11,0
30132,1,3000,27,0,475,0,0,1,12,0
3060,0,0,35,0,335,1,0,1,17,1
27092,1,7000,39,0,400,0,0,0,11,0
45,1,200,39,0,355,0,0,0,10,0
0,1,0,27,1,415,0,1,1,8,0
8529,1,0,27,0,350,0,0,1,13,0
20607,1,3000,34,0,425,1,0,1,14,0
27954,0,200,22,0,225,0,0,1,12,0
20420,0,2444.656006,41,0,375,0,0,1,12,0
0,1,754,28,0,425,0,0,1,9,0
20877,1,5000,37,0,300,0,0,1,13,0
0,1,0,30,0,385,0,1,1,12,0
201,1,4700,33,1,600,0,1,1,12,0
5314,1,2080,41,1,493,1,0,1,12,0
29691,1,0,27,0,400,0,0,1,12,1
11703,1,4800,44,0,3194,1,0,1,12,0
0,1,98,31,0,400,1,0,1,12,0
31131,0,360,30,1,300,0,0,1,16,0
117,1,4277,30,0,200,0,0,1,10,1
98,1,0,39,1,335,0,0,1,12,0
7407,1,3300,27,1,465,0,1,1,12,0
210,1,8331,40,1,333,0,0,1,12,0
20416,0,5680,50,0,365,0,0,1,12,0
6567,1,2000,59,1,460,0,0,1,12,0
3285,1,0,24,0,400,0,0,0,8,1
4142,1,9000,35,0,562,0,0,0,11,0
2286,1,2000,22,0,400,1,0,1,14,0
56748,1,4000,31,0,625,0,1,1,15,0
9916,1,7000,22,0,450,0,0,1,9,0
6528,1,2444.656006,29,0,390,1,0,1,12,0
6845,1,4900,41,0,400,0,0,1,12,0
20485,1,0,40,0,1500,0,1,1,8,0
4836,0,2444.656006,35,0,340,1,0,1,7,0
0,1,2444.656006,40,0,500,0,0,1,12,0
2117,1,2444.656006,26,0,445,1,0,0,11,1
9283,1,5000,32,0,475,0,0,1,12,0
16590,1,6000,40,0,509,0,0,1,14,0
4230,0,2444.656006,23,0,400,0,0,1,12,0
8778,1,2444.656006,23,0,400,0,1,1,10,0
13310,0,2444.656006,33,0,427,0,0,0,11,0
40253,0,140,27,0,235,0,0,1,10,0
33870,1,2444.656006,31,0,400,1,0,1,15,0
0,1,0,29,0,375,0,1,1,9,0
34011,0,5200,39,0,500,0,0,1,13,0
39323,0,8000,44,0,600,0,0,0,8,0
9610,0,2444.656006,34,0,360,0,1,0,8,0
29640,1,0,22,0,435,1,0,1,12,0
27448,1,3800,22,0,350,0,0,1,9,1
0,0,3000,29,0,350,0,1,0,8,0
9837,0,1300,27,0,369,0,0,1,12,0
4965,0,0,38,0,380,0,1,1,12,0
35444,1,10500,38,0,750,0,0,1,12,0
8913,1,0,47,1,473,0,1,1,7,0
33,1,0,31,0,260,1,0,1,12,0
0,0,2444.656006,39,0,385,0,0,1,12,1
17214,0,2444.656006,22,0,425,1,0,0,10,0
6689,0,2012,31,0,100,0,0,1,12,0
2901,1,0,49,0,350,0,0,1,7,1
0,0,0,37,0,545,0,0,1,12,0
0,1,2444.656006,36,0,500,1,0,0,11,0
0,1,5000,38,0,400,1,0,1,14,0
16476,0,0,27,0,310,0,1,1,12,0
933,0,320,33,0,425,1,0,1,17,0
12459,0,0,42,1,920,0,0,1,12,0
6798,1,0,28,0,400,0,0,1,12,0
0,1,0,25,0,345,1,0,1,12,0
0,1,2444.656006,30,0,600,1,0,1,12,0
402,0,0,27,0,335,1,0,0,10,0
8025,0,2444.656006,40,1,385,0,0,0,9,0
28349,1,299,31,0,355,1,0,1,12,0
33750,0,7000,30,0,525,1,0,1,14,0
27805,0,9870,34,0,525,0,0,1,12,0
23626,1,2444.656006,36,1,500,0,0,0,8,0
24389,1,4000,27,0,400,0,0,1,10,0
22816,1,0,23,0,350,1,0,1,12,0
9373,0,3000,28,0,425,0,0,1,11,0
19707,0,4692,35,0,350,0,0,1,11,1
2320,0,2500,31,0,200,0,0,0,8,0
21705,1,3500,25,0,505,1,0,1,12,0
25483,1,300,48,1,261,0,0,1,11,0
0,0,8000,32,0,335,0,0,0,11,0
3405,1,870,25,0,600,1,0,1,12,1
0,0,0,49,0,506,0,0,1,12,0
117,1,0,22,0,335,1,0,0,9,0
42174,1,3640,23,0,311,0,0,1,12,0
13173,0,0,69,0,525,0,0,1,12,0
435,1,3200,67,0,369,0,0,0,11,1
0,1,0,30,1,350,0,0,1,12,0
21325,0,1200,28,0,527,0,0,0,10,0
0,0,7192,40,0,535,0,0,1,12,0
18393,1,4500,41,0,250,0,0,1,12,0
2673,0,2444.656006,30,0,400,0,0,1,13,0
4212,1,0,30,0,375,0,0,1,10,0
41108,1,2444.656006,41,1,500,0,1,1,12,0
39125,1,4500,56,1,470,0,0,1,12,0
3433,0,350,30,0,800,0,0,1,7,0
10353,0,3033,25,0,380,1,0,1,10,0
54109,1,0,27,0,750,1,0,1,15,0
1465,1,0,32,0,440,0,1,1,12,0
21880,1,5000,26,0,350,0,0,0,10,0
3782,1,900,27,0,700,0,0,1,12,0
11864,1,2444.656006,53,0,350,0,1,1,10,0
33909,0,84,32,0,425,0,0,1,13,0
40968,0,3967,23,0,370,1,0,1,13,1
0,1,0,34,1,400,1,0,1,12,0
9800,0,6400,30,1,450,0,0,0,9,1
2915,0,2444.656006,52,0,450,0,0,1,12,0
15621,0,8645,34,1,475,1,0,1,11,0
32901,0,2000,23,0,350,1,0,1,12,0
0,1,80,48,1,200,0,0,1,12,0
799,0,2444.656006,43,0,375,0,0,1,12,0
13159,1,2444.656006,27,0,450,1,0,1,12,0
13305,0,0,31,0,345,0,1,0,7,0
12663,0,0,22,0,250,0,0,0,9,0
610,1,1058,32,0,400,1,0,0,10,0
21793,1,1651,34,0,643,1,0,1,11,0
16712,1,390,48,0,335,0,1,1,10,0
29524,1,4000,39,0,400,0,0,1,12,1
4087,1,0,25,0,700,1,0,1,12,0
15075,0,400,29,0,210,0,0,0,8,1
5337,1,2580,32,1,335,0,1,0,9,0
3574,1,2444.656006,24,0,335,1,0,1,12,0
39747,1,4700,22,1,600,0,1,0,10,0
2397,1,2444.656006,26,0,425,0,0,0,8,0
27628,0,0,23,0,365,1,0,1,12,0
20715,0,0,22,0,335,0,0,1,12,0
3117,1,0,24,0,500,1,0,1,12,0
14304,0,6802,25,0,566,1,0,1,12,0
19065,1,5000,49,0,420,0,0,1,12,0
9620,0,516,53,1,250,0,0,1,12,0
17646,1,0,43,0,575,0,0,1,14,0
8793,0,5161,43,0,460,0,0,1,12,0
23055,0,2444.656006,26,0,335,1,0,1,12,0
19380,1,600,26,0,500,0,0,1,13,0
0,0,62,31,0,345,0,0,1,9,1
2447,0,5000,34,0,425,0,0,1,12,0
10627,1,800,31,0,500,1,0,0,10,0
13425,1,2400,41,0,400,0,1,0,8,0
9840,0,3000,24,0,425,0,0,0,12,0
3435,1,1942,30,0,440,0,0,0,10,0
22941,1,5385,34,0,350,0,1,1,8,0
43551,0,9000,26,0,525,0,1,1,14,0
21726,1,0,33,0,600,0,0,1,12,0
17896,1,200,33,0,201,0,0,1,13,0
3749,1,1729,41,0,335,0,0,1,11,0
930,0,2444.656006,22,0,742,1,0,1,12,0
8231,1,2927,23,0,400,0,0,1,11,0
0,1,104,44,0,400,0,0,1,8,0
0,0,0,72,0,450,0,0,0,8,0
14294,1,0,65,0,575,0,0,1,12,0
3967,1,300,26,0,335,0,0,0,9,0
24938,1,3200,36,0,400,0,0,1,12,0
9372,1,2444.656006,59,0,385,0,0,1,12,0
1980,1,2444.656006,25,1,3150,0,1,1,12,0
16743,1,3342,43,1,410,0,0,0,9,0
44574,1,3000,25,0,355,0,0,1,12,1
16735,1,500,34,0,500,0,0,1,16,0
2621,1,0,61,1,450,0,0,0,10,0
16692,0,7800,45,1,500,0,0,1,12,0
5017,1,0,71,0,130,0,0,1,12,0
13455,1,2444.656006,27,0,400,0,0,1,12,0
0,1,0,23,0,500,1,0,1,12,0
22375,1,1024,32,0,400,0,0,1,16,0
34023,1,5022,23,0,618,0,0,1,9,1
5652,1,800,32,0,625,0,0,1,12,0
3630,1,300,33,0,400,0,0,1,12,0
17081,1,5500,42,0,425,1,0,1,12,0
2143,1,3000,45,0,525,0,0,1,12,0
16464,1,3200,56,0,500,1,0,1,8,0
5172,0,1000,37,0,540,1,0,1,12,0
11613,0,2444.656006,23,1,425,0,1,1,14,0
12861,1,0,22,0,550,0,0,0,9,0
10245,0,2444.656006,29,0,500,0,0,1,10,1
37774,1,0,37,0,550,1,0,0,7,1
9395,1,0,26,0,210,0,0,0,8,0
15333,1,2444.656006,27,1,410,0,0,1,12,0
4846,1,2444.656006,23,0,345,0,0,1,12,1
1812,0,2444.656006,29,0,590,1,0,1,12,0
2502,0,0,70,0,150,0,0,0,9,1
6186,0,2444.656006,25,0,500,0,0,1,15,0
5217,0,0,26,0,450,0,1,1,10,0
0,0,0,33,0,805,0,1,0,8,0
11010,1,800,24,0,333,1,0,1,15,0
0,1,0,39,0,600,1,0,0,10,0
0,0,2444.656006,42,0,350,0,0,1,14,0
1530,1,0,28,0,500,1,0,0,11,0
8193,1,0,27,0,425,0,0,1,11,0
44522,1,3000,22,0,210,0,0,1,12,1
0,1,2444.656006,28,0,395,1,0,0,11,0
3784,1,6000,54,0,335,0,0,1,8,1
0,1,0,22,0,201,0,0,0,10,1
0,1,0,31,0,206,0,0,0,8,1
4137,0,0,32,0,280,0,1,0,8,0
13333,1,225,29,0,350,0,0,1,9,0
5409,0,2444.656006,30,1,588,0,0,1,12,0
20120,1,8000,32,1,499,0,0,0,9,0
21042,0,0,58,0,425,0,0,1,7,1
25022,0,10000,44,1,1218,0,0,1,9,0
0,1,0,32,1,577,1,0,1,12,0
15138,1,3912,42,0,385,0,1,1,12,0
16632,1,0,26,0,175,0,0,1,13,0
0,0,2202,26,1,660,0,1,1,9,0
8757,1,2160,33,0,475,0,1,0,9,0
2919,1,0,34,0,325,1,0,0,12,0
12520,1,7600,34,0,500,1,0,1,12,0
7500,1,2444.656006,23,0,500,0,1,1,12,0
268,0,297,34,0,503,0,0,1,12,0
162,1,0,23,0,515,0,0,1,11,0
4937,1,0,28,0,350,0,0,1,12,0
27916,1,425,22,0,406,1,0,1,12,1
0,1,3204,54,0,450,0,0,1,12,0
27809,1,3000,31,0,450,0,1,1,12,0
10135,1,0,64,0,400,0,0,1,10,0
23696,1,3000,28,1,375,0,0,1,11,0
0,1,0,47,1,1500,0,0,0,7,0
5047,1,6039,29,0,335,0,1,0,11,0
640,0,4600,56,1,380,0,0,1,12,0
1533,0,500,27,0,360,1,0,0,11,0
45276,1,11000,33,0,475,0,0,1,12,0
23851,1,8000,56,0,425,0,1,1,13,0
8634,1,5000,33,0,345,0,0,1,10,1
18687,1,1500,44,0,705,1,0,1,12,0
10458,1,2444.656006,29,0,400,1,0,1,12,1
0,0,0,22,1,345,0,1,1,12,0
40171,0,11699,28,1,600,1,0,1,16,0
3242,1,0,52,0,608,0,0,1,16,0
22513,1,5,22,1,405,0,1,0,8,0
2259,1,0,26,0,400,0,1,0,9,0
12158,0,0,24,0,1250,1,0,1,12,0
369,0,0,46,0,520,1,0,0,10,0
8109,1,2426,29,0,525,0,0,1,9,0
13101,1,2444.656006,47,0,425,0,0,1,12,0
26563,1,0,33,0,525,0,0,1,11,0
29283,1,2500,25,0,500,0,0,1,14,0
4624,1,400,22,0,375,0,0,1,12,0
36913,1,11000,31,0,425,0,0,1,11,0
19659,0,350,32,0,525,1,0,1,12,0
21435,1,4000,37,0,335,1,0,1,13,0
6661,1,4186,28,0,500,0,0,1,12,0
195,1,2444.656006,30,0,335,0,1,1,12,0
2250,1,0,30,0,380,0,0,1,10,0
17598,0,18000,48,0,600,1,0,0,15,0
6995,0,0,23,0,450,0,0,1,9,0
2348,1,570,43,0,200,0,0,0,11,0
0,0,0,38,0,400,0,0,1,12,0
7809,1,2444.656006,28,0,375,1,0,1,11,0
5826,0,2095,29,0,300,0,0,1,12,0
10872,1,0,33,1,335,0,0,1,12,0
4839,1,1000,25,1,500,0,0,1,9,0
0,1,3600,49,0,450,0,0,1,13,0
41225,1,0,29,0,500,0,0,1,12,0
27032,1,2444.656006,24,0,525,0,1,1,12,0
10506,1,2444.656006,24,1,2885,0,1,1,9,0
26463,1,2444.656006,22,0,490,1,0,1,12,1
3261,1,0,38,0,365,0,0,1,12,0
57149,1,7488,25,1,550,0,0,1,12,0
25542,0,0,34,0,250,1,0,1,10,0
28417,1,5400,51,0,400,0,0,0,11,1
15665,0,5600,32,0,395,0,0,1,12,0
16922,1,5044,30,0,485,0,0,0,10,0
0,1,2444.656006,22,0,335,0,0,0,11,0
7434,1,2444.656006,30,1,201,0,0,0,10,0
18154,1,2418,37,0,465,0,0,0,8,0
48795,1,2868,41,0,850,0,0,1,14,0
18075,1,0,26,0,375,0,1,0,10,0
6265,0,0,26,0,450,0,1,1,13,0
19717,1,3500,29,1,201,0,0,1,10,0
21917,1,6000,36,0,505,1,0,0,12,0
49146,0,10000,39,0,667,0,0,1,10,0
2,1,0,35,0,335,1,0,1,12,0
594,0,0,25,0,1875,1,0,1,10,0
0,1,6000,31,0,650,0,0,1,11,0
4378,1,3200,25,0,400,1,0,1,12,0
0,1,0,30,0,365,1,0,0,11,0
0,1,0,29,0,310,1,0,1,12,0
19851,1,4000,30,0,556,0,0,1,12,0
711,0,0,26,0,632,1,0,0,11,1
9166,1,0,48,0,500,0,0,1,16,0
678,1,0,48,0,400,0,0,1,13,0
14682,1,1472,22,1,409,1,0,1,14,0
30004,1,8000,23,0,675,0,0,1,9,1
8819,1,2645,30,1,340,0,0,0,11,0
28762,1,8000,37,0,345,0,0,1,12,0
62820,1,11980,40,0,800,1,0,1,13,0
1986,1,200,30,0,335,0,0,1,12,0
26260,1,0,42,1,556,1,0,1,10,0
1569,1,800,24,0,210,0,0,0,10,0
648,0,1200,30,0,450,0,0,1,12,0
0,1,0,47,1,750,0,0,1,11,0
26346,1,7050,46,0,335,1,0,1,12,0
11518,1,8137,49,0,625,0,0,1,12,0
13722,0,0,28,1,400,0,0,0,10,0
0,0,0,38,0,375,0,0,1,12,0
1711,0,0,38,1,1250,0,1,1,12,0
40837,1,850,34,0,550,1,0,0,11,0
0,0,0,39,1,297,0,0,1,12,0
36856,0,2444.656006,54,0,200,0,0,1,9,0
1898,1,2444.656006,24,0,400,0,0,0,10,1
41388,1,4000,26,0,475,0,0,1,10,1
0,0,0,35,0,150,0,0,1,11,0
5551,1,400,25,0,201,0,0,0,11,0
8902,1,3000,26,0,425,0,0,1,12,1
936,0,2444.656006,35,0,400,0,1,0,8,0
35142,1,0,24,0,486,0,1,0,9,0
20769,1,6430,23,0,500,0,0,1,11,0
10931,1,2444.656006,51,0,26,0,0,1,12,0
372,1,2444.656006,25,0,332,1,0,1,12,0
0,1,0,38,0,201,0,0,0,8,0
17540,1,0,32,0,210,1,0,1,12,0
65574,1,0,31,1,1500,0,0,1,11,0
18183,0,2444.656006,38,1,440,1,0,0,9,0
19347,0,2000,30,0,373,1,0,1,13,0
18245,0,2444.656006,28,0,385,0,1,0,8,0
25750,1,2444.656006,24,0,488,0,0,1,13,0
6044,1,2444.656006,49,0,530,0,0,1,12,0
0,1,1375,47,1,385,0,0,1,12,0
9993,0,0,22,0,652,1,0,1,12,0
0,1,0,43,1,335,0,0,1,12,0
44309,0,1109,33,0,550,0,0,0,11,0
555,0,2444.656006,30,0,337,1,0,1,10,1
2746,0,300,27,0,400,1,0,1,12,0
4468,0,4232,31,0,529,0,0,1,9,0
48783,0,4990,27,0,365,0,0,1,16,0
13251,0,0,59,0,512,0,0,1,12,0
18216,1,2444.656006,26,1,350,0,0,1,9,0
5949,1,2600,24,0,500,0,0,1,12,0
36477,1,0,23,0,500,0,0,1,11,1
11137,1,2444.656006,24,0,400,0,0,0,10,0
0,0,0,22,0,365,1,0,0,7,0
12050,0,1500,38,0,1037,0,0,0,12,0
1599,1,2444.656006,23,0,945,0,0,0,9,0
0,0,0,27,0,375,0,0,0,9,1
11619,0,3216,39,0,335,0,1,1,12,0
19827,0,4595,33,0,375,1,0,1,11,0
3059,1,3600,57,1,500,0,0,0,9,0
29704,0,2444.656006,46,0,500,0,0,1,12,1
10737,0,2444.656006,42,1,341,0,0,0,7,1
6990,1,1569,29,0,365,0,0,1,12,0
24891,1,2444.656006,44,0,370,0,0,0,9,0
0,1,0,32,0,1500,0,1,0,9,0
27544,1,0,36,0,500,0,0,1,12,0
5227,1,3986,23,0,500,0,0,1,10,0
18402,1,25,29,0,314,0,0,0,10,1
6425,1,0,23,0,500,0,1,1,12,0
16151,1,0,24,0,350,0,1,0,10,0
10838,1,31,25,0,335,0,1,1,12,0
11987,0,5600,30,0,700,0,0,1,12,0
24531,1,6000,58,0,243,0,0,1,12,0
6879,1,0,25,0,795,1,0,1,12,0
14157,1,2444.656006,45,1,600,1,0,1,14,0
13674,1,60,27,0,800,0,0,1,12,0
13299,1,1720,40,0,430,1,0,1,12,0
26084,1,0,35,0,450,0,0,1,12,0
120,1,0,37,0,375,0,0,0,8,0
1162,1,2444.656006,26,0,390,0,0,0,7,0
2817,1,421,23,0,335,0,1,1,12,0
5973,1,0,33,0,385,0,0,0,8,0
0,1,18000,60,0,925,0,0,0,8,0
300,0,425,25,0,335,1,0,1,10,0
4071,0,300,26,0,400,1,0,0,11,0
6466,1,400,22,0,624,0,0,1,16,0
12542,0,98,47,0,574,1,0,1,12,0
8435,1,4251,40,0,450,0,0,1,12,0
10289,1,1200,22,1,365,1,0,1,13,0
12840,0,250,25,0,425,0,0,1,12,1
14106,0,2988,45,1,415,0,0,1,12,0
35548,0,4000,35,0,500,0,0,1,13,0
0,1,98,28,1,350,0,0,0,10,1
20773,0,7848,32,0,425,1,0,0,10,0
4288,0,3000,59,0,425,0,0,0,10,0
1946,0,2500,24,0,350,1,0,1,11,0
4485,1,4163,31,0,400,0,1,1,8,0
17339,1,1117,47,0,346,0,0,1,13,0
31653,1,0,29,0,475,1,0,1,14,0
9834,1,10027,43,0,475,0,0,1,12,0
1223,1,120,30,0,500,0,0,0,8,1
36839,1,0,27,0,400,0,0,1,12,0
23491,1,800,22,0,335,0,0,1,14,0
21931,0,8000,31,0,550,0,0,1,12,0
0,0,0,25,0,368,0,1,0,11,0
222,0,0,22,0,550,1,0,0,11,1
18360,1,500,22,0,150,0,0,1,12,0
20891,1,0,31,0,425,0,0,0,9,1
5766,1,2444.656006,28,1,405,0,1,0,11,0
24600,0,13440,30,0,700,0,1,1,9,0
0,1,0,46,0,425,0,0,1,12,0
6634,1,0,70,0,426,0,0,1,8,1
214,1,2250,32,1,200,0,0,1,13,0
37272,1,3900,25,0,500,1,0,1,16,1
4722,0,5000,29,1,525,0,0,1,10,0
3358,0,1684,30,1,400,0,1,0,10,0
18702,0,0,39,0,596,1,0,0,10,1
13314,0,229,38,0,833,0,0,1,12,0
13414,1,0,29,1,635,1,0,1,13,0
45,1,0,54,0,632,0,0,1,12,0
543,1,0,32,0,335,0,1,1,8,0
3847,1,2444.656006,33,0,335,1,0,0,11,0
3057,0,5720,22,0,762,0,0,1,12,0
38235,0,2444.656006,42,0,335,0,1,1,11,0
15176,1,888,22,0,370,0,0,1,12,0
0,0,0,27,0,188,0,1,0,11,0
21308,1,98,36,0,375,0,0,0,12,1
463,0,0,29,0,365,0,1,1,12,0
13744,0,7000,28,1,375,0,0,0,11,0
10878,1,2800,25,0,589,0,0,1,11,0
0,1,0,46,0,500,0,0,1,14,0
8486,1,2444.656006,26,0,360,0,0,0,10,0
7660,0,135,28,0,550,1,0,0,9,0
41773,1,6000,26,0,400,0,0,1,12,0
33972,1,2444.656006,40,1,500,0,0,1,12,1
10696,1,2444.656006,36,0,582,0,0,1,12,1
6902,0,98,35,0,400,0,0,1,12,0
528,1,2444.656006,53,0,425,0,0,1,8,0
17555,1,4800,37,0,375,0,0,1,15,0
14475,0,0,33,0,400,1,0,1,12,0
0,0,2444.656006,22,0,335,1,0,0,10,0
0,0,0,35,0,370,0,1,1,12,0
5460,1,4593,34,0,920,0,0,1,12,0
11074,1,1186,28,1,350,0,0,1,12,0
8393,0,2992,22,1,515,0,0,0,9,1
0,1,0,28,0,525,1,0,1,8,0
28740,1,2444.656006,27,0,350,0,0,1,15,0
0,1,0,31,0,365,1,0,1,12,0
6873,0,3460,46,0,400,0,0,1,12,0
21619,1,4000,24,0,400,0,0,0,11,0
4833,1,2444.656006,30,0,400,0,0,1,14,0
17650,1,0,50,0,405,0,1,0,10,0
16718,1,2444.656006,32,0,297,0,0,1,12,0
8127,1,0,26,0,335,0,1,0,10,0
42152,1,0,41,1,400,0,0,1,12,0
11250,1,4200,43,1,574,0,1,0,10,0
2445,1,2444.656006,57,0,133,0,0,0,8,1
375,0,0,36,0,475,0,0,1,8,0
9096,1,5000,52,0,400,0,0,1,8,0
46,0,0,30,1,489,0,0,1,12,0
13755,1,240,27,0,350,0,1,1,12,0
6938,0,128,31,0,400,0,0,1,12,0
8924,0,2444.656006,34,0,360,1,0,1,13,0
8572,0,4300,22,1,450,0,0,1,8,0
1287,1,3000,34,0,380,0,0,1,12,0
0,1,0,31,0,395,0,1,1,12,0
6473,1,2400,22,0,210,0,0,1,12,0
22683,1,0,35,1,1010,0,0,0,9,0
933,1,5720,40,0,600,0,0,1,12,0
4673,1,119,30,0,450,1,0,1,12,0
1182,1,230,32,0,425,1,0,1,12,0
3096,1,2444.656006,22,0,335,0,0,0,9,1
8998,1,2444.656006,22,1,335,1,0,0,10,0
18852,1,600,40,0,335,0,0,1,12,0
20274,0,109,26,0,345,1,0,1,12,0
1521,0,2444.656006,50,0,363,0,0,0,8,1
6615,1,0,25,1,870,0,0,1,13,0
47563,1,300,35,0,500,0,0,1,16,0
25332,1,2444.656006,23,1,370,0,0,1,12,0
21511,1,2444.656006,33,0,190,1,0,1,12,0
26396,1,11705,35,0,604,0,0,0,9,0
58230,1,10800,22,0,923,1,0,1,12,0
0,1,0,30,0,655,1,0,1,12,0
4827,1,0,35,0,400,0,1,1,12,0
1286,1,0,23,0,1500,0,1,0,9,0
32727,1,2444.656006,28,0,430,0,0,1,12,0
25683,1,2444.656006,49,0,650,0,0,1,12,0
18848,0,1624,24,1,335,0,1,1,7,0
7461,0,400,34,0,462,1,0,0,14,0
27967,1,8040,24,0,419,1,0,1,13,0
6533,0,2444.656006,24,0,390,0,0,1,12,0
0,0,6000,34,0,720,0,0,1,13,1
13680,1,4000,24,0,575,0,0,1,12,0
33846,0,4500,43,0,500,0,0,1,12,0
183,0,1200,25,0,350,0,0,1,10,0
15117,1,0,35,0,375,0,1,0,8,0
13118,1,2444.656006,36,1,435,1,0,1,12,0
2631,1,0,23,0,335,0,1,1,11,0
4039,1,0,30,0,243,1,0,1,12,0
0,1,30,24,0,400,0,0,1,10,1
5121,0,3850,36,0,400,0,0,1,12,0
1935,1,1020,38,0,425,1,0,1,12,0
25808,1,2444.656006,48,0,375,0,1,0,7,0
24804,1,2000,34,0,455,0,0,1,12,0
0,0,0,44,1,463,0,0,1,12,1
12556,1,1704,30,0,692,0,0,0,10,1
2868,1,600,26,0,350,0,0,0,11,0
22576,1,3360,32,0,370,0,0,0,11,0
13105,1,0,27,0,385,0,0,1,12,0
28373,1,600,27,0,385,0,0,0,8,1
24802,1,0,31,1,399,0,0,1,9,0
0,1,3200,30,0,250,0,0,0,10,0
31704,0,0,49,0,375,0,0,1,13,0
19506,1,300,32,0,350,0,0,1,12,1
0,1,7800,31,0,400,1,0,0,12,0
4461,1,0,33,0,335,0,0,1,12,0
23552,1,6000,24,1,335,0,0,1,12,0
0,0,0,47,0,335,0,1,0,9,0
0,1,170,24,0,600,1,0,1,12,0
13077,1,2444.656006,47,0,400,0,0,1,12,0
8403,1,2700,56,0,150,0,0,1,12,0
3195,1,0,26,0,352,0,1,1,13,0
6164,1,5811,23,0,571,1,0,1,12,0
0,0,0,35,1,727,0,0,0,12,0
0,1,0,48,0,350,1,0,1,12,0
13029,1,452,53,1,500,0,0,1,14,0
8609,1,3120,22,0,400,1,0,1,12,0
544,0,5500,23,0,428,0,0,0,10,0
3406,1,364,37,1,519,0,0,1,11,0
31351,1,2444.656006,23,1,335,0,0,0,9,1
15379,1,2444.656006,22,0,335,0,0,1,12,0
0,1,0,35,0,365,0,1,0,7,0
4941,0,4320,25,0,335,1,0,1,14,0
10401,1,340,32,0,335,0,0,1,12,0
4692,0,112,26,0,335,1,0,1,12,0
